source_file,age,utterance,responder,response,start_time_minutes,response_time,overreg_past,overreg_plural
/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020101.xml,762,he falled,JEN,he falled,14.48725,0,,
/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020101.xml,762,he falled,MOT,so mommy can't xxx the couch,16.3885,0,,
/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020108.xml,769,I taked a shower,MOT,in the do you remember in the what in the sprinkler,13.210433333333333,0,,
/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020108.xml,769,they're takin bathses,MOT,oh in in little buckets huh,22.725666666666665,0,,
/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml,778,I swimmed in the bathtub,MOT,and who who do you pretend to be when you're in the bathtub,14.371416666666667,0,,
/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020117.xml,778,I sayed nothin,JEN,you said nothing,27.2636,0,,
/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml,790,they sayed hi,JEN,they said hi,16.903916666666667,0,,
/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020129.xml,790,I maked a a coat,MOT,it's cold,25.4876,0,,
/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020206.xml,797.5,he taked his beard off,MOT,he did,16.791,0,,
/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020206.xml,797.5,I drawed xxx beach,MOT,you drawed the beach,25.540183333333335,0,,
/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020317.xml,839,I fli in in the in Portugal,MOT,to Portugal but what were we in,2.49415,0,,
/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020317.xml,839,he drinked milk,JEN,oh he drinked milk,7.54155,0,,
/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020317.xml,839,his mommy his mommy goed to work,JEN,yeah,7.60635,0,,
/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020317.xml,839,I drawed the sun,JEN,you did,14.233483333333334,0,,
/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020317.xml,839,I drawed the sun,JEN,very good,14.300266666666666,0,,
/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020317.xml,839,my cousins maked me a castle and I played with it,JEN,you did,30.12656666666667,0,,
/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020325.xml,847,I gots to pick it up,CAT,really,4.149366666666666,0,,
/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020325.xml,847,I singed a song to the dinosaurs and then they were sleeping,CAT,really,4.617900000000001,0,,
/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020325.xml,847,and I doed that yester when I goed to school,JEN,can I see it,19.83948333333333,-2000,,
/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020409.xml,861.5,oh I loves loves your hair,CAT,oh thank you,26.107266666666664,0,,
/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020414.xml,866.5,yeah I'm going to buy all your milks ta,MOT,great,5.4889,12000,,
/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020414.xml,866.5,sip your milks on this,MOT,oh you know what this is for,6.77555,0,,
/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020414.xml,866.5,somebody drawed that picture,MOT,somebody did draw that picture,15.639183333333333,0,,
/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml,873.5,he's going to broken his arm if he,MOT,he's gonna have a broken arm,15.825733333333334,-800.0000000000682,,
/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml,873.5,drawed Jessie the cow,CAT,very good,27.57793333333333,0,,
/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020428.xml,880.5,I baked you the milk and I maked you a burger,MOT,thanks,13.07145,0,,
/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020507.xml,890,did you got my food,MOT,I have a shake sweetie,22.510966666666665,0,,
/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020507.xml,890,well I throwed the giant away,CAT,okay but next time were gonna just pretend to throw him okay,28.20293333333333,0,,
/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020521.xml,904,we getted a pixies,CAT,and what did you get,19.360500000000002,0,,
/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020521.xml,904,I getted a pixies and a candy,CAT,you got candy right,19.436416666666666,0,,
/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020526.xml,909,drinked water and they,MOT,when they were very tired they usually,8.640166666666666,0,,
/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020526.xml,909,we pickeded the doggie up and,CAT,we picked the doggie up,29.6093,0,,
/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020616.xml,929.5,when he camed,CAT,that's a great story,1.4455666666666667,0,,
/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020616.xml,929.5,flied around the dinosaurs,CAT,he did,3.8958,0,,
/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020616.xml,929.5,and then I hided,CAT,oh no,4.13465,0,,
/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020616.xml,929.5,only all my friends camed,CAT,wow,8.065216666666666,0,,
/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020616.xml,929.5,and then all the mommy was and then the Jillysaurs camed,CAT,the Jillysaurs came,8.8553,0,,
/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020616.xml,929.5,then you growed up now to be the daddy,CAT,yep and now I'm a daddy dinosaur,21.049183333333335,0,,
/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020616.xml,929.5,they're growed up,CAT,they did,21.49611666666667,0,,
/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020616.xml,929.5,you growed up and then that's the daddy,CAT,oh,30.199749999999998,0,,
/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020707.xml,951,he was cold yeah he was he's a Tyrannosauruses,INV,oh,18.53898333333333,0,,
/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020707.xml,951,he went home and ated some trees that were brokened,INV,oh okay,18.670583333333333,0,,
/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020707.xml,951,he falled into this river,INV,he did,18.891983333333332,0,,
/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020916.xml,1021,they doed her maked her do her chores,MOT,they made her do her chores,3.2765666666666666,4700.000000000017,,
